,0-5%,6-10%,11-15%,16-20%,21-25%,26-30%,31-35%,36-40%,41-45%,46-50%,51-55%,56-60%,61-65%,66-70%
x^7+x^3+1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,0.9714285714285714,1.0,1.0
