,0-5%,6-10%,11-15%,16-20%,21-25%,26-30%,31-35%,36-40%,41-45%,46-50%,51-55%,56-60%,61-65%,66-70%
x^3+x+1,0.9722222222222222,0.9722222222222222,0.9166666666666666,0.9444444444444444,0.8888888888888888,0.9166666666666666,0.9722222222222222,0.8888888888888888,0.9722222222222222,0.9722222222222222,0.9428571428571428,0.8571428571428571,0.8285714285714286,0.8857142857142857
