,0-5%,6-10%,11-15%,16-20%,21-25%,26-30%,31-35%,36-40%,41-45%,46-50%,51-55%,56-60%,61-65%,66-70%
x^3+x+1,0.8611111111111112,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.9444444444444444,0.8611111111111112,0.9444444444444444,0.9166666666666666,1.0,0.9166666666666666,0.8857142857142857,0.8571428571428571,0.9714285714285714,0.9428571428571428
